Brand Code,Carb Volume,Fill Ounces,PC Volume,Carb Pressure,Carb Temp,PSC,PSC Fill,PSC CO2,Mnf Flow,Carb Pressure1,Fill Pressure,Hyd Pressure1,Hyd Pressure2,Hyd Pressure3,Hyd Pressure4,Filler Level,Filler Speed,Temperature,Usage cont,Carb Flow,Density,MFR,Balling,Pressure Vacuum,PH,Oxygen Filler,Bowl Setpoint,Pressure Setpoint,Air Pressurer,Alch Rel,Carb Rel,Balling Lvl
A,5.44,24.02,0.234666667,65.2,135.8,0.014,0.18,0.04,-100.2,130.6,48.2,0,0,0,108,121.2,1004,66,18.48,40,1.56,,3.092,-5.4,8.68,0.148,120,46,142.6,7.18,5.48,3.08
A,5.433333333,24.08,0.238,70.4,143,0.096,0.28,0.06,-100.2,121,46,0,0,0,80,119.6,4010,65.8,16.96,2996,1.66,735.6,3.34,-5.4,8.54,0.052,120,46,142,7.14,5.48,3.12
A,5.38,23.94666667,0.242666667,69.2,144.6,0.046,0.16,0.24,-100,119.8,46.2,0,0,0,96,120,4014,66,19.36,2998,1.6,731.4,3.192,-5.4,8.54,0.06,120,46,142.2,7.16,5.42,3.1
A,5.486666667,24.14,0.214666667,65.6,134.2,0.116,0.54,0.06,-100,120.8,45.8,0,0,0,90,119.6,4012,64.8,22.82,3000,1.6,735.4,3.19,-5.4,8.68,0.024,120,46,142.4,7.18,5.48,3.08
A,5.44,24.08666667,0.228666667,71,142.8,0.044,0.2,0.04,-100.2,118.8,46,0,0,0,94,119.8,4010,64.4,16.8,3040,1.56,732.8,3.092,-5,8.66,0.024,120,46,141,7.2,5.48,3.06
A,5.43,24.04,0.28,,146.6,0.026,0.1,0.02,-100.2,114.2,45.8,0,0,0,90,120.4,4010,64.4,14.66,3046,1.56,729.2,3.092,-5,8.64,0.068,120,46,141.6,7.2,5.48,3.06
A,5.366666667,24.02,0.236,67.2,140.4,0.082,0.12,0.04,-100,115.4,46,0,0,0,104,119.4,4010,65.8,16.64,3044,1.64,741.8,3.29,-4.8,8.6,0.024,120,46,142,7.1,5.42,3.32
B,5.346666667,24.19333333,0.228666667,71.4,144,0.1,0.54,0.12,-100.2,114,46,0,0,0,94,120.2,4010,65.8,23.52,3042,0.92,735.8,1.496,-4.8,8.64,0.024,120,46,142,6.52,5.38,1.48
B,5.366666667,24.1,0.246666667,69.4,142.6,0.14,0.12,0.04,-100,119.8,46.2,0,0,0,92,120,4012,66.2,24.14,3050,0.92,732.4,1.496,-4.8,8.7,0.048,120,46,141.8,6.52,5.38,1.48
B,5.306666667,23.88,0.299333333,66.2,140.4,0.062,0.3,0.14,-100.2,119.2,46.6,0,0,0,98,117.4,4012,67.2,15.2,3022,0.82,760.2,1.248,-4.8,8.72,0.072,120,46,142.6,6.52,5.42,1.46
B,5.346666667,23.94,0.276,66.4,139,0.09,0.16,0.04,-100.2,129.6,49,0,0,0,100,118.2,2234,65.2,23.06,3036,0.82,456.8,1.248,-4.8,8.72,0.136,120,46,142,6.54,5.38,1.46
B,5.26,23.99333333,0.278,67.2,141,0.04,0.1,0.1,-100.2,119.4,46.2,0,0,0,94,119.8,4012,65,21.14,3048,0.92,731.8,1.498,-4.8,8.7,0.024,120,46,142.4,6.54,5.38,1.46
B,5.306666667,24.08,0.264666667,69,142.4,0.074,0.28,0.1,-100.2,130.4,48.8,0,0,0,130,120.2,1006,66,19.64,38,0.72,,0.996,-5,8.76,0.154,120,46,142.4,6.56,5.42,1.48
B,5.326666667,23.94666667,0.300666667,65.2,138.6,0.028,0.12,0.02,-100.2,120,46.2,0,0,0,90,115.6,4016,65.2,14.16,3028,0.9,760.2,1.448,-5,8.76,0.086,120,46,141.8,6.56,5.38,1.44
B,5.406666667,24.09333333,0.208666667,65.6,136.4,0.02,0.28,0.06,-100,135.2,48.6,0,0,0,132,120.4,1006,66.6,18.9,38,0.84,,1.298,-5,8.76,0.17,120,46,142,6.56,5.38,1.46
B,5.353333333,24.02,0.238666667,66.8,139.2,0.05,0.36,0.06,-100.2,118.4,46.2,0,0,0,96,120,4014,65.2,21.26,3030,0.94,735.4,1.548,-5,8.72,0.024,120,46,142,6.56,5.38,1.48
B,5.366666667,24.14,0.273333333,66,138,0.15,0.5,0.04,-100,124.4,46,0,0,0,100,120.8,4010,65,18,3030,0.96,730.8,1.598,-5.2,8.74,0.024,120,46,142.6,6.56,5.4,1.48
B,5.426666667,23.97333333,0.27,58.4,,0.056,0.1,0.02,-100.2,126.4,46.6,0,0,0,122,122,1006,67,20.24,38,0.78,,1.146,-5.2,8.78,0.25,120,46,142.4,6.56,5.38,1.48
B,5.406666667,24.13333333,0.266,61,132,0.134,0.52,0.08,-100.2,122,55.2,0,0,0,84,120.2,1006,65.2,22.68,3396,0.88,295.2,1.398,-5.2,8.76,0.05,120,46,142.6,6.56,5.42,1.48
B,5.313333333,23.96666667,0.284666667,65,138.2,0.03,0.1,0.02,-100.2,118,45.6,0,0,0,102,119.8,4020,65.4,16.24,3014,0.92,726.6,1.498,-5.2,8.72,0.066,120,46,142.4,6.54,5.44,1.48
B,5.313333333,24.05333333,0.276,64,136.6,0.066,0.22,0.06,-100.2,119.8,45.8,0,0,0,100,119.4,4016,65.2,20.72,3028,0.96,737.4,1.598,-5.2,8.72,0.032,120,46,142.2,6.56,5.4,1.46
B,5.32,23.96,0.29,64.2,137,0.092,0.04,0,-100,108.8,45.8,0,0,0,98,120,4016,65.6,18.44,3022,0.94,729.8,1.548,-5.2,8.76,0.112,120,46,142.6,6.56,5.38,1.46
B,5.333333333,24.09333333,0.218666667,64.8,136.8,0.068,0.1,0.04,-100,120.6,45.8,0,0,0,94,120.2,4014,65.2,16.5,2996,0.96,734.2,1.598,-5.2,8.76,0.024,120,46,141.4,6.54,5.38,1.48
B,5.326666667,23.95333333,0.277333333,64.2,137,0.006,0.1,0.02,-100.2,118.6,46,0,0,0,94,120.2,4012,65.4,20.52,3032,0.94,730.6,1.548,-5.2,8.78,0.024,120,46,142,6.54,5.38,1.48
B,5.3,24.00666667,0.282,67,141.2,0.018,0.04,0,-100,117.8,46.4,0,0,0,96,119.2,4012,66,14.56,3046,0.94,749.2,1.548,-5.2,8.8,0.112,120,46,141.8,6.56,5.38,1.48
B,5.28,24.01333333,0.301333333,72.6,148.4,0.02,0.08,0.06,-100.2,116.8,46,0,0,0,94,120,4010,65.8,17.38,3026,0.94,735.6,1.548,-5.2,8.76,0.024,120,46,141.4,6.56,5.36,1.48
B,5.3,24.04,0.284,66.2,139.6,0.09,0.16,0.04,-100.2,117.8,45.8,0,0,0,102,121,4010,65,23.26,2970,0.92,724.2,1.498,-5,8.74,0.024,120,46,141.4,6.56,5.36,1.5
B,5.26,23.95333333,0.286666667,70,146,0.056,0.3,0.04,-100.2,117.6,45.8,0,0,0,96,121.4,4012,65,17.54,3020,0.94,720.8,1.548,-5,8.76,0.032,120,46,141.8,6.56,5.36,1.5
B,5.26,23.98,0.298666667,68.8,143.4,0.016,0.04,0.12,-100.2,118.8,45.8,0,0,0,92,120,4010,65,18.42,3000,0.94,731,1.548,-5,8.74,0.024,120,46,141.8,6.56,5.36,1.5
B,5.28,23.97333333,0.169333333,67.4,142.2,0.058,0.2,0,-100.2,132.4,46,0,0,0,98,117,4010,65.2,21.46,3036,0.9,761,1.448,-5,8.76,0.024,120,46,142,6.58,5.36,1.46
B,5.3,24,0.256,64.2,138,0.094,0.04,0.14,-100.2,131.4,45.8,0,0,0,94,120.2,4010,65,20.82,3036,0.88,732.8,1.398,-5,8.74,0.024,120,46,142.2,6.56,5.4,1.46
,5.293333333,23.95333333,0.237333333,67.4,141.4,0.146,0.02,0.06,-100.2,131.4,45.8,0,0,0,106,120,4014,67.4,13.88,3040,1.08,724,1.896,-5,8.84,0.164,120,46,142.6,8.62,5.44,1.82
D,5.426666667,24.32,0.096,67.6,138.8,0.012,0.04,0.02,-100,119.4,45.8,0,0,0,82,120.4,4016,66.2,20.12,3032,1.66,728.8,3.34,-5,8.82,0.024,120,46,142.6,7.72,5.6,3.28
D,5.593333333,23.96,0.227333333,71.8,141.4,0.014,0.2,0.08,-100.2,118,45.8,0,0,0,78,118.2,4012,64.8,16.86,3006,1.68,745.8,3.39,-5,8.78,0.024,120,46,142.8,7.72,5.64,3.28
D,5.553333333,23.98666667,0.238666667,70.2,140,0.056,0.26,0.06,-100,117.6,46,0,0,0,74,119,4012,64.4,21.4,3034,1.72,737.2,3.488,-5,8.8,0.024,120,46,142.2,7.72,5.64,3.3
D,5.486666667,24.01333333,0.292666667,73.6,144.6,0.028,0.14,0.06,-100.2,120.4,46.2,0,0,0,76,119.2,4012,65.2,20.08,3000,1.68,760.6,3.39,-5,8.8,0.032,120,46,143,7.72,5.6,3.28
D,5.46,23.92666667,0.312,69,140.4,0.106,0.2,0.04,-100.2,113.4,46,0,0,0,86,116.4,3748,65,21.86,3128,1.64,640,3.29,-5,8.8,0.088,120,46,142.6,7.72,5.6,3.32
D,5.473333333,24.04666667,0.252666667,66.4,136.6,0.064,0.08,0.02,-100.2,117.8,46,0,0,0,78,122.6,4012,64.8,21.84,2950,1.72,754.2,3.488,-5,8.82,0.026,120,46,142.6,7.72,5.58,3.32
A,5.293333333,24.01333333,0.234,69.6,144.4,0.166,0.42,0.06,-100.2,129,46.4,0,0,0,132,120,1008,66.8,16.98,38,1.46,,2.844,-5,8.78,0.056,120,46,142.8,7.14,5.46,3.04
A,5.36,23.96,0.250666667,68.2,141.6,0.062,0.14,0,-100,114.8,46,0,0,0,96,119.6,4010,64.8,16.46,2972,1.62,731.6,3.24,-5,8.74,0.024,120,46,142,7.14,5.48,3.18
A,5.326666667,23.90666667,0.24,66.6,139,0.022,0.1,0.14,-100,130.2,45.8,0,0,0,78,125.2,4010,65,18.7,2936,1.62,748.4,3.19,-4.8,8.76,0.032,120,46,142.6,7.14,5.5,3.18
A,5.38,24.07333333,0.281333333,68.4,141.8,0.1,0.24,0.04,-100.2,111.8,46,0,0,0,74,120,4010,64.4,16.8,2980,1.7,732.6,3.438,-5,8.76,0.024,120,46,142.4,7.08,5.48,3.26
A,5.373333333,23.93333333,0.259333333,71.4,144.8,0.112,0.08,0.02,-100.2,128.8,55.8,0,0,0,,125,1008,72.6,17.94,672,1.2,,2.204,-5,8.62,,120,46,142.8,7.12,5.54,3.18
A,5.42,23.89333333,0.247333333,69.2,141.2,0.028,0.06,0,-100.2,119.2,46,0,0,0,106,119.4,4014,66.2,22.42,2962,1.6,730.6,3.192,-4.8,8.52,0.04,120,46,142.2,7.12,5.58,3.16
A,5.333333333,23.98,0.266,69.4,143.2,0.036,0.24,0.02,-100.2,115.4,45.8,0,0,0,114,120.4,4022,67,18.48,2964,1.58,720.6,3.142,-4.8,8.6,0.074,120,46,141.8,7.12,5.5,3.16
D,5.486666667,24.02,0.203333333,69,139.4,0.046,0.08,0.02,-100.2,128.8,44.8,0,0,0,108,120.6,1008,72.6,21.52,38,1.5,,2.954,-4.8,8.78,0.25,120,46,142.4,7.7,5.6,3.28
D,5.566666667,24.04,0.260666667,69.6,139,0.062,0.12,0.12,-100.2,112.8,46.2,0,0,0,74,121.6,4010,65.2,17.76,2978,1.68,731.2,3.39,-4.6,8.76,0.024,120,46,142.4,7.7,5.6,3.28
D,5.426666667,23.91333333,0.274,73.4,144.6,0.054,0.34,0.12,-100,116.6,46,0,0,0,76,120.2,4010,65.2,19.48,2988,1.68,733.8,3.39,-4.6,8.78,0.024,120,46,142.2,7.72,5.6,3.28
D,5.466666667,24.04,0.229333333,74.8,147,0.018,0.2,0.02,-100.2,131.4,46.2,0,0,0,78,120.8,4008,64.6,24.32,2986,1.66,732.6,3.34,-4.6,8.76,0.024,120,46,142.4,7.74,5.66,3.22
D,5.5,23.96666667,0.232666667,70.2,140.6,0.06,0.12,0.04,-100.2,132.8,45.8,0,0,0,76,120.2,4010,64.6,17.62,2984,1.68,731.4,3.39,-4.8,8.78,0.024,120,46,142.8,7.74,5.62,3.22
B,5.326666667,23.95333333,0.214666667,66.2,139.8,0.018,0.16,0.02,-100,134.8,46,0,0,0,102,119.8,4012,65.8,22.56,2988,0.9,737.2,1.448,-4.8,8.74,0.024,120,46,142.8,6.52,5.42,1.38
B,5.28,23.94666667,0.259333333,76.4,153,0.086,0.38,0.06,-100.2,122.6,46.2,0,0,0,100,120.2,4016,65.4,19.48,2990,0.9,730.4,1.448,-4.8,8.8,0.022,120,46,142.8,6.52,5.42,1.42
B,5.346666667,23.96,0.266666667,69,143.6,0.014,0.08,0.08,-100,121.4,46.2,0,0,0,94,120.2,4010,65.4,19.1,2998,0.92,732.8,1.498,-4.8,8.8,0.024,120,46,142.8,6.52,5.42,1.42
B,5.333333333,23.95333333,0.278666667,69.6,144.2,0.14,0.16,0.02,-100,124.2,46.2,0,0,0,100,120.4,4010,65.2,23.12,2994,0.92,732,1.498,-4.8,8.8,0.024,120,46,142.8,6.54,5.4,1.48
B,5.333333333,24.01333333,0.248,66,139,0.056,0.18,0.02,-100,116.6,46.2,0,0,0,98,120.4,4008,65.2,21.46,2986,0.9,737.8,1.448,-4.8,8.8,0.022,120,46,142.6,6.52,5.4,1.48
B,5.333333333,23.98,0.263333333,69.6,143.6,0.062,0.12,0.02,-100.2,119,46.2,0,0,0,96,121.2,4010,65.4,19.1,2984,0.94,736.8,1.548,-5,8.84,0.024,120,46,142.8,6.52,5.4,1.48
B,5.28,23.97333333,0.258666667,72.6,148.4,0.104,0.08,0.04,-100.2,119,45.8,0,0,0,102,119.8,4008,65.8,22.34,2970,0.94,724,1.548,-5,8.8,0.024,120,46,143,6.54,5.4,1.48
B,5.32,23.99333333,0.274,69.6,144.4,0.056,0.02,0.04,-100.2,118.2,45.8,0,0,0,98,119.8,4010,65.8,24.18,2948,0.94,736,1.548,-5,8.8,0.024,120,46,143,6.54,5.4,1.46
B,5.306666667,24.03333333,0.296666667,65.4,139,0.166,0.04,0.02,-100.2,120.6,45.8,0,0,0,94,119.8,4010,66,23.72,2974,0.94,735.4,1.548,-5.2,8.8,0.024,120,46,143.2,6.54,5.36,1.44
B,5.34,24.12,0.286666667,69.4,143,0.142,0.36,0.04,-100,118.4,46,0,0,0,98,120.4,4010,65.6,19.98,2950,0.94,732.8,1.548,-5.2,8.74,0.024,120,46,143,6.52,5.38,1.4
B,5.286666667,24.02666667,0.274,75,152,0.058,0.1,0.02,-100.2,121,45.8,0,0,0,98,120.2,4010,65.4,18.2,2930,0.96,731.6,1.596,-5.2,8.76,0.024,120,46,143,6.52,5.38,1.4
B,5.313333333,23.94,0.254666667,65.4,139.2,0.038,0.12,0.04,-100,123.6,46.2,0,0,0,96,120.6,4008,65.4,16.88,2984,0.96,731.4,1.596,-5.2,8.8,0.024,120,46,143.2,6.52,5.4,1.4
B,5.346666667,24.10666667,0.23,70,142.4,0.118,0.36,0.14,-100.2,132.4,46,0,0,0,100,119.8,4014,65.2,22.64,2966,0.98,732,1.648,-5.4,8.76,0.066,120,46,143.6,6.52,5.38,1.44
C,5.046666667,24.31333333,0.156666667,62.4,140.6,0.04,0.22,0.06,-100,125.8,39.8,0,0,0,96,120.2,1018,76,18.6,2372,0.78,,1.162,-5.2,8.6,,120,46,143,6.46,5.28,1.28
C,5.066666667,,0.245333333,64.4,143,,,,-100.2,120.6,46.2,0,0,0,106,119.4,3612,67.6,20.22,3078,0.88,677.8,1.398,-5.4,8.44,0.206,120,46,143,6.54,5.36,1.32
C,5.273333333,24.00666667,0.29,65.4,139.8,0.042,0.26,0.02,-100.2,117.4,45.8,0,0,0,92,119.6,3986,67.2,23.6,2944,0.94,739.2,1.548,-5.4,8.46,0.12,120,46,142.6,6.56,5.28,1.32
C,5.293333333,24.05333333,0.238666667,66.4,140.6,0.054,0.2,0.02,-100.2,122.6,46.2,0,0,0,96,119.8,3982,66.6,23.38,2990,0.98,728.6,1.646,-5.4,8.5,0.104,120,46,142.4,6.54,5.34,1.42
C,5.346666667,24.01333333,0.250666667,67,140.6,0.06,0.16,0.06,-100.2,117.8,46,0,0,0,92,120.4,3982,66.8,19.58,2984,0.98,729.2,1.646,-5.4,8.54,0.096,120,46,142.6,6.54,5.34,1.42
C,5.26,23.94666667,0.264666667,66.6,141.8,0.102,0.04,0.04,-100,124.8,46.4,0,0,0,106,118.8,3980,67.2,16.96,2978,0.96,733.4,1.596,-5.4,8.54,0.086,120,46,142.2,6.52,5.34,1.4
C,5.32,23.98666667,0.295333333,65.6,139.4,0.042,0.08,0.04,-100,117.8,46.2,0,0,0,96,121.4,3982,66.8,21.68,2980,0.98,723.2,1.646,-5.4,8.54,0.094,120,46,142.4,6.52,5.32,1.4
C,5.333333333,23.84666667,0.258,66.6,138.8,0.15,0.48,0.08,-100.2,117,46,0,0,0,94,120.4,3982,66.8,16.46,2968,0.98,730.2,1.646,-5.4,8.54,0.094,120,46,142,6.52,5.34,1.4
C,5.266666667,23.82,0.286,61.8,135.4,0.04,0.04,0.02,-100,117.2,46,0,0,0,92,120,4012,67,18.04,2974,0.9,739.4,1.448,-5.4,8.6,0.104,120,46,141.6,6.54,5.18,1.3
C,5.366666667,23.73333333,0.294,60.8,132.6,0.032,0.5,0.08,-100,116.8,45.8,0,0,0,110,120.4,4010,65.6,20.62,2948,0.94,730.2,1.548,-5.6,8.6,0.096,120,46,142.4,6.58,5.36,1.36
C,5.326666667,23.76,0.308,67.6,141.8,0.06,0.26,0.04,-100.2,128,45.6,0,0,0,120,119.8,4012,66.2,19.56,2954,0.92,714.4,1.496,-5.6,8.56,0.11,120,46,142.6,6.56,5.36,1.36
C,5.28,23.76,0.233333333,72,147.2,0.112,0.26,0.08,-100,118.8,46.2,0,0,0,110,119.8,3908,66.8,20.96,2990,0.98,719.8,1.646,-5.6,8.6,0.078,120,46,142.6,6.56,5.38,1.5
C,5.24,23.97333333,0.311333333,66.6,141.6,0.134,0.2,0.06,-100.2,119,46.2,0,0,0,96,120.8,3908,67.4,16.54,2992,0.86,713.2,1.348,-5.4,8.58,0.084,120,46,142.4,6.6,5.32,1.28
C,5.22,23.98,0.280666667,68.2,144.6,0.06,0.1,0,-100,115.6,46.2,0,0,0,114,120.8,3910,69,17.8,2994,0.96,732,1.598,-5.4,8.58,0.072,120,46,142,6.56,5.3,1.48
C,5.28,24.15333333,0.283333333,66.8,141.8,0.07,0.52,0.06,-100,127.8,46,0,0,0,82,109.2,1004,66.4,16.2,48,0.86,,1.346,-5.2,8.56,0.098,120,46,142.2,6.52,5.34,1.26
C,5.373333333,24.02666667,0.254666667,67,139.8,0.084,0.44,0.04,-100,123.4,46,0,0,0,112,120,3908,66.6,18.66,2998,0.92,718.6,1.496,-5,8.62,0.068,120,46,142,6.52,5.38,1.44
C,5.34,24.09333333,0.232,71.2,144.6,0.172,0.48,0.08,-100.2,122.8,46,0,0,0,100,120,3938,66.4,19.1,3040,0.86,718.2,1.346,-5,8.6,0.094,120,46,143.2,6.54,5.36,1.32
C,5.373333333,23.98666667,0.222,65.8,137.6,0.07,0.06,0.02,-100.2,121.6,46,0,0,0,94,120,3938,66.6,19.6,3040,0.84,726.4,1.296,-5,8.6,0.1,120,46,143,6.54,5.34,1.32
C,5.353333333,23.96666667,0.263333333,71.6,148,0.106,0.38,0.22,-100.2,124.4,46,0,0,0,120,120.2,3940,66.6,17.4,3038,0.86,727.2,1.346,-5,8.64,0.068,120,46,142.6,6.56,5.42,1.38
C,5.366666667,24.04,0.266666667,68.2,140.8,0.07,0.2,0.04,-100,122,46,0,0,0,116,120,3980,66.2,17.68,3048,0.9,730,1.448,-5.2,8.6,0.072,120,46,142.6,6.56,5.4,1.36
C,5.386666667,24.08,0.234,67.4,139.8,0.032,0.06,0.02,-100,127.4,43.4,0,0,0,132,121.8,1006,,19.46,38,0.74,,1.08,-5.2,8.72,,120,46,142,6.56,5.34,1.36
C,5.326666667,23.98,0.262,66,138.2,0.142,0.42,0.12,-100,117.4,46.2,0,0,0,96,120.2,3982,65.6,22.06,3032,0.84,718.4,1.298,-5.2,8.6,0.068,120,46,142.6,6.54,5.34,1.28
C,5.326666667,23.96666667,0.294666667,68.2,142,0.052,0.2,0.12,-100.2,116.8,46,0,0,0,92,120.4,3982,65.2,16.6,3016,0.92,728.8,1.498,-5.2,8.5,0.05,120,46,142.6,6.54,5.3,1.38
C,5.286666667,24.07333333,0.269333333,69.6,145.8,0.09,0.24,0.04,-100,114.4,46,0,0,0,88,120,3984,65.4,19.26,2996,0.92,729.8,1.498,-5.2,8.52,0.06,120,46,142,6.54,5.3,1.38
C,5.34,23.91333333,0.276,67.8,141.6,0.054,0.1,0.04,-100,116.4,45.8,0,0,0,98,119.4,3982,66.2,18.06,2946,0.86,728.4,1.348,-5.2,8.62,0.078,120,46,142.2,6.56,5.4,1.28
B,5.28,23.94666667,0.262666667,65.6,139.8,0.128,0.34,0.04,-100,115.6,46,0,0,0,98,120.8,3986,66.2,21.4,2960,0.92,731.8,1.496,-5.2,8.66,0.104,120,46,142,6.58,5.4,1.5
B,5.333333333,23.96666667,0.328666667,63.8,135.8,0.106,0.08,0.06,-100,111.8,46,0,0,0,96,120.6,3984,66.4,16.78,2956,0.92,726.6,1.496,-5.2,8.62,0.096,120,46,141.6,6.58,5.4,1.5
B,5.326666667,23.93333333,0.347333333,67.4,142.2,0.06,0.36,0.08,-100.2,120.8,45.6,0,0,0,106,120,3984,66.6,15.88,2948,0.94,712.4,1.546,-5.2,8.64,0.11,120,46,142.4,6.56,5.4,1.52
B,5.326666667,24.03333333,0.294666667,67.8,141.2,0.018,0.06,0.02,-100.2,118.4,46,0,0,0,92,120.4,3986,68.2,17.92,2968,0.98,727.6,1.648,-5.2,8.62,0.094,120,46,142.2,6.54,5.42,1.58
B,5.353333333,24,0.276,72.2,146,0.16,0.48,0.04,-100.2,115.6,45.8,0,0,0,102,119.4,3988,68,23.68,2970,0.9,723,1.448,-5.2,8.7,0.088,120,46,142,6.54,5.48,1.42
B,5.366666667,23.92,0.284,71,144.6,0.06,0.14,0.02,-100.2,123.2,46,0,0,0,98,119.8,3982,67.8,17.2,2982,0.88,725.8,1.398,-5,8.72,0.084,120,46,142,6.54,5.48,1.42
B,5.333333333,23.90666667,0.268,66.4,139.8,0.032,0.2,0.02,-100.2,121,45.8,0,0,0,98,119.8,3982,67.6,19.16,2972,0.88,726.4,1.398,-5,8.72,0.056,120,46,141.8,6.54,5.42,1.4
B,5.34,23.94,0.247333333,68.2,141.4,0.066,0.16,0.04,-100,118.4,46,0,0,0,96,120.2,3984,67.6,21.12,2984,0.86,731.6,1.348,-4.8,8.74,0.064,120,46,141.8,6.54,5.44,1.4
B,5.346666667,23.95333333,0.277333333,72.6,147.6,0.114,0.1,0.02,-100.2,122.4,40,0,0,0,126,,,68.2,17.2,1590,0.76,,1.098,-4.8,8.78,0.072,120,46,142.6,6.54,5.44,1.4
B,5.306666667,23.90666667,0.252,70.6,145.6,0.12,0.18,0.04,-100.2,122.8,46,0,0,0,104,119.8,3982,66,19.5,2978,0.88,721.2,1.398,-4.8,8.74,0.024,120,46,141.8,6.5,5.42,1.4
B,5.326666667,24.02,0.246666667,69.2,142.8,0.048,0.32,0.06,-100,122.4,46,0,0,0,102,118.8,3982,65.6,16.86,2974,0.86,726.4,1.348,-4.8,8.74,0.024,120,46,142,6.5,5.4,1.4
B,5.32,23.92,0.260666667,70,144.6,0.07,0,0.04,-100.2,123.6,45.8,0,0,0,100,119.8,3982,65.4,21.78,2978,0.86,724.4,1.348,-4.8,8.74,0.022,120,46,142.6,6.5,5.42,1.38
D,5.526666667,23.98,0.270666667,72.8,142.4,0.036,0.1,0.1,-100.2,132.4,46.2,0,0,0,86,120.8,3984,64.2,23.9,2986,1.66,723.2,3.34,-4.8,8.72,0.132,120,46,142.2,7.66,5.66,3.38
D,5.613333333,23.98,0.259333333,69.8,137.8,0.132,0.28,0.08,-100.2,121.8,46.2,0,0,0,82,119.8,3984,63.8,18.26,2986,1.7,731.6,3.438,-4.8,8.72,0.142,120,46,142,7.66,5.66,3.38
D,5.533333333,23.93333333,0.286666667,74,144.6,0.058,0.04,0.02,-100.2,122.2,45.8,0,0,0,78,119.8,3982,63.8,19.48,2986,1.72,728,3.488,-5,8.7,0.132,120,46,142,7.66,5.64,3.38
D,5.546666667,23.88666667,0.134666667,70,139.4,0.064,0.1,0.02,-100.2,134.8,50,0,0,0,104,120.2,1006,64.8,21.3,38,1.58,,3.142,-5,8.76,0.074,120,46,142.2,7.66,5.64,3.38
D,5.52,23.97333333,0.252,67.6,136.6,0.108,0.28,0.04,-100.2,125,46.2,0,0,0,80,122,3990,64,19.08,2964,1.74,730,3.538,-5,8.76,0.08,120,46,142.2,7.66,5.62,3.4
D,5.5,23.96,0.248666667,70.4,142,0.046,0.44,0.08,-100,119.2,46.2,0,0,0,74,116.8,3984,64.4,15.86,2952,1.74,764.8,3.538,-5,8.78,0.102,120,46,142.4,7.66,5.62,3.34
D,5.533333333,24.00666667,0.265333333,67.6,136.2,0.076,0.08,0.04,-100,122.6,46.2,0,0,0,82,122,3982,64.2,17.44,2976,1.68,751.4,3.39,-5,8.74,0.032,120,46,142.8,7.68,5.64,3.34
D,5.52,23.92666667,0.284666667,71,141.4,0.142,0.06,0,-100,126.6,46,0,0,0,82,122.8,3982,64,19.5,2932,1.7,743.4,3.438,-5,8.74,0.042,120,46,143,7.66,5.62,3.34
D,5.486666667,23.80666667,0.273333333,73.6,145,0.086,0.24,0.04,-100.2,123.6,45.8,0,0,0,80,121.6,3980,64,16.26,2936,1.7,735.8,3.438,-5,8.74,0.08,120,46,142.8,7.66,5.62,3.38
D,5.52,23.94,0.308666667,73.8,144.8,0.112,0.06,0,-100.2,129.2,47,0,0,0,106,122.2,1006,64.4,16.38,3226,1.6,,3.19,-5,8.72,0.134,120,46,142.2,7.66,5.58,3.38
D,5.6,23.94666667,0.220666667,70.6,139,0.062,0.14,0,-100,129.8,46.2,0,0,0,74,119.2,3986,65,18.56,2950,1.72,768,3.488,-4.8,8.74,0.19,120,46,141.8,7.7,5.68,3.48
,5.273333333,,0.095333333,68.2,143.2,0.058,0.14,0.1,-100.2,122,45.4,0,0,0,124,130,1010,67.2,23.12,3086,0.82,189.4,1.248,-4.8,8.5,0.074,120,46,142,6.56,5.36,1.46
,5.31,24.02666667,0.268,63.8,137,0.114,0.14,0.02,-100.2,119.6,54.8,0,0,0,106,120.2,1596,67.8,24.1,3722,0.74,,1.046,-4.8,8.54,0.14,120,46,142,6.6,5.44,1.46
,5.346666667,23.86,0.278666667,66.8,139.4,0.058,0.42,0.02,-100.2,122.2,45.6,0,0,0,84,120,3984,68,16.74,2990,0.98,706.2,1.648,-4.8,8.58,0.168,120,46,142,6.5,5.4,1.62
A,5.106666667,24.14,0.156,65,142.6,0.038,0.52,0.08,-100.2,119.8,45.8,0,0,0,102,120,3984,66.4,16.88,2950,1.54,723,3.042,-4.8,8.66,0.048,120,46,141.8,7.12,5.46,3.1
A,5.406666667,24.05333333,0.229333333,68.4,140.6,0.05,0.18,0.02,-100,119.2,45.8,0,0,0,98,120.2,3980,66.2,16.46,2974,1.52,725.2,2.992,-4.8,8.68,0.058,120,46,141.8,7.12,5.46,3.12
A,5.353333333,23.99333333,0.304,66.4,140.2,0.26,0.3,0.06,-100.2,122.2,45.8,0,0,0,100,119.2,3982,66.4,17.92,2984,1.56,722.6,3.092,-4.8,8.68,0.048,120,46,141.6,7.12,5.44,3.12
B,5.333333333,23.90666667,0.315333333,67.2,140.4,0.11,0.1,0.02,-100,121,46,0,0,0,104,120,3984,65.8,16.7,2992,0.84,725.2,1.298,-4.6,8.72,0.04,120,46,142.2,6.56,5.42,1.42
